c at_least_1_color
1 2 3 4 5 6 0
7 8 9 10 11 12 0
13 14 15 16 17 18 0
19 20 21 22 23 24 0
25 26 27 28 29 30 0
31 32 33 34 35 36 0
37 38 39 40 41 42 0
43 44 45 46 47 48 0
49 50 51 52 53 54 0
c at_most_1_color
-120 -60 80 0
-120 -60 152 0
-120 -60 -115 0
-120 -60 -116 0
-120 -60 -117 0
-120 -60 -118 0
-120 -60 -119 0
-156 -60 80 0
-156 -60 116 0
-156 -60 -151 0
-156 -60 -152 0
-156 -60 -153 0
-156 -60 -154 0
-156 -60 -155 0
-187 -55 224 0
-187 -55 260 0
-187 -55 -188 0
-187 -55 -189 0
-187 -55 -190 0
-187 -55 -191 0
-187 -55 -192 0
-223 -55 188 0
-223 -55 260 0
-223 -55 -224 0
-223 -55 -225 0
-223 -55 -226 0
-223 -55 -227 0
-223 -55 -228 0
-259 -55 188 0
-259 -55 224 0
-259 -55 -260 0
-259 -55 -261 0
-259 -55 -262 0
-259 -55 -263 0
-259 -55 -264 0
-188 -56 224 0
-188 -56 260 0
-188 -56 -187 0
-188 -56 -189 0
-188 -56 -190 0
-188 -56 -191 0
-188 -56 -192 0
-224 -56 188 0
-224 -56 260 0
-224 -56 -223 0
-224 -56 -225 0
-224 -56 -226 0
-224 -56 -227 0
-224 -56 -228 0
-260 -56 188 0
-260 -56 224 0
-260 -56 -259 0
-260 -56 -261 0
-260 -56 -262 0
-260 -56 -263 0
-260 -56 -264 0
-189 -57 224 0
-189 -57 260 0
-189 -57 -187 0
-189 -57 -188 0
-189 -57 -190 0
-189 -57 -191 0
-189 -57 -192 0
-225 -57 188 0
-225 -57 260 0
-225 -57 -223 0
-225 -57 -224 0
-225 -57 -226 0
-225 -57 -227 0
-225 -57 -228 0
-261 -57 188 0
-261 -57 224 0
-261 -57 -259 0
-261 -57 -260 0
-261 -57 -262 0
-261 -57 -263 0
-261 -57 -264 0
-190 -58 224 0
-190 -58 260 0
-190 -58 -187 0
-190 -58 -188 0
-190 -58 -189 0
-190 -58 -191 0
-190 -58 -192 0
-226 -58 188 0
-226 -58 260 0
-226 -58 -223 0
-226 -58 -224 0
-226 -58 -225 0
-226 -58 -227 0
-226 -58 -228 0
-262 -58 188 0
-262 -58 224 0
-262 -58 -259 0
-262 -58 -260 0
-262 -58 -261 0
-262 -58 -263 0
-262 -58 -264 0
-191 -59 224 0
-191 -59 260 0
-191 -59 -187 0
-191 -59 -188 0
-191 -59 -189 0
-191 -59 -190 0
-191 -59 -192 0
-227 -59 188 0
-227 -59 260 0
-227 -59 -223 0
-227 -59 -224 0
-227 -59 -225 0
-227 -59 -226 0
-227 -59 -228 0
-263 -59 188 0
-263 -59 224 0
-263 -59 -259 0
-263 -59 -260 0
-263 -59 -261 0
-263 -59 -262 0
-263 -59 -264 0
-192 -60 224 0
-192 -60 260 0
-192 -60 -187 0
-192 -60 -188 0
-192 -60 -189 0
-192 -60 -190 0
-192 -60 -191 0
-228 -60 188 0
-228 -60 260 0
-228 -60 -223 0
-228 -60 -224 0
-228 -60 -225 0
-228 -60 -226 0
-228 -60 -227 0
-264 -60 188 0
-264 -60 224 0
-264 -60 -259 0
-264 -60 -260 0
-264 -60 -261 0
-264 -60 -262 0
-264 -60 -263 0
-295 -55 332 0
-295 -55 368 0
-295 -55 -296 0
-295 -55 -297 0
-295 -55 -298 0
-295 -55 -299 0
-295 -55 -300 0
-331 -55 296 0
-331 -55 368 0
-331 -55 -332 0
-331 -55 -333 0
-331 -55 -334 0
-331 -55 -335 0
-331 -55 -336 0
-367 -55 296 0
-367 -55 332 0
-367 -55 -368 0
-367 -55 -369 0
-367 -55 -370 0
-367 -55 -371 0
-367 -55 -372 0
-296 -56 332 0
-296 -56 368 0
-296 -56 -295 0
-296 -56 -297 0
-296 -56 -298 0
-296 -56 -299 0
-296 -56 -300 0
-332 -56 296 0
-332 -56 368 0
-332 -56 -331 0
-332 -56 -333 0
-332 -56 -334 0
-332 -56 -335 0
-332 -56 -336 0
-368 -56 296 0
-368 -56 332 0
-368 -56 -367 0
-368 -56 -369 0
-368 -56 -370 0
-368 -56 -371 0
-368 -56 -372 0
-297 -57 332 0
-297 -57 368 0
-297 -57 -295 0
-297 -57 -296 0
-297 -57 -298 0
-297 -57 -299 0
-297 -57 -300 0
-333 -57 296 0
-333 -57 368 0
-333 -57 -331 0
-333 -57 -332 0
-333 -57 -334 0
-333 -57 -335 0
-333 -57 -336 0
-369 -57 296 0
-369 -57 332 0
-369 -57 -367 0
-369 -57 -368 0
-369 -57 -370 0
-369 -57 -371 0
-369 -57 -372 0
-298 -58 332 0
-298 -58 368 0
-298 -58 -295 0
-298 -58 -296 0
-298 -58 -297 0
-298 -58 -299 0
-298 -58 -300 0
-334 -58 296 0
-334 -58 368 0
-334 -58 -331 0
-334 -58 -332 0
-334 -58 -333 0
-334 -58 -335 0
-334 -58 -336 0
-370 -58 296 0
-370 -58 332 0
-370 -58 -367 0
-370 -58 -368 0
-370 -58 -369 0
-370 -58 -371 0
-370 -58 -372 0
-299 -59 332 0
-299 -59 368 0
-299 -59 -295 0
-299 -59 -296 0
-299 -59 -297 0
-299 -59 -298 0
-299 -59 -300 0
-335 -59 296 0
-335 -59 368 0
-335 -59 -331 0
-335 -59 -332 0
-335 -59 -333 0
-335 -59 -334 0
-335 -59 -336 0
-371 -59 296 0
-371 -59 332 0
-371 -59 -367 0
-371 -59 -368 0
-371 -59 -369 0
-371 -59 -370 0
-371 -59 -372 0
-300 -60 332 0
-300 -60 368 0
-300 -60 -295 0
-300 -60 -296 0
-300 -60 -297 0
-300 -60 -298 0
-300 -60 -299 0
-336 -60 296 0
-336 -60 368 0
-336 -60 -331 0
-336 -60 -332 0
-336 -60 -333 0
-336 -60 -334 0
-336 -60 -335 0
-372 -60 296 0
-372 -60 332 0
-372 -60 -367 0
-372 -60 -368 0
-372 -60 -369 0
-372 -60 -370 0
-372 -60 -371 0
-403 -55 440 0
-403 -55 476 0
-403 -55 -404 0
-403 -55 -405 0
-403 -55 -406 0
-403 -55 -407 0
-403 -55 -408 0
-439 -55 404 0
-439 -55 476 0
-439 -55 -440 0
-439 -55 -441 0
-439 -55 -442 0
-439 -55 -443 0
-439 -55 -444 0
-475 -55 404 0
-475 -55 440 0
-475 -55 -476 0
-475 -55 -477 0
-475 -55 -478 0
-475 -55 -479 0
-475 -55 -480 0
-404 -56 440 0
-404 -56 476 0
-404 -56 -403 0
-404 -56 -405 0
-404 -56 -406 0
-404 -56 -407 0
-404 -56 -408 0
-440 -56 404 0
-440 -56 476 0
-440 -56 -439 0
-440 -56 -441 0
-440 -56 -442 0
-440 -56 -443 0
-440 -56 -444 0
-476 -56 404 0
-476 -56 440 0
-476 -56 -475 0
-476 -56 -477 0
-476 -56 -478 0
-476 -56 -479 0
-476 -56 -480 0
-405 -57 440 0
-405 -57 476 0
-405 -57 -403 0
-405 -57 -404 0
-405 -57 -406 0
-405 -57 -407 0
-405 -57 -408 0
-441 -57 404 0
-441 -57 476 0
-441 -57 -439 0
-441 -57 -440 0
-441 -57 -442 0
-441 -57 -443 0
-441 -57 -444 0
-477 -57 404 0
-477 -57 440 0
-477 -57 -475 0
-477 -57 -476 0
-477 -57 -478 0
-477 -57 -479 0
-477 -57 -480 0
-406 -58 440 0
-406 -58 476 0
-406 -58 -403 0
-406 -58 -404 0
-406 -58 -405 0
-406 -58 -407 0
-406 -58 -408 0
-442 -58 404 0
-442 -58 476 0
-442 -58 -439 0
-442 -58 -440 0
-442 -58 -441 0
-442 -58 -443 0
-442 -58 -444 0
-478 -58 404 0
-478 -58 440 0
-478 -58 -475 0
-478 -58 -476 0
-478 -58 -477 0
-478 -58 -479 0
-478 -58 -480 0
-407 -59 440 0
-407 -59 476 0
-407 -59 -403 0
-407 -59 -404 0
-407 -59 -405 0
-407 -59 -406 0
-407 -59 -408 0
-443 -59 404 0
-443 -59 476 0
-443 -59 -439 0
-443 -59 -440 0
-443 -59 -441 0
-443 -59 -442 0
-443 -59 -444 0
-479 -59 404 0
-479 -59 440 0
-479 -59 -475 0
-479 -59 -476 0
-479 -59 -477 0
-479 -59 -478 0
-479 -59 -480 0
-408 -60 440 0
-408 -60 476 0
-408 -60 -403 0
-408 -60 -404 0
-408 -60 -405 0
-408 -60 -406 0
-408 -60 -407 0
-444 -60 404 0
-444 -60 476 0
-444 -60 -439 0
-444 -60 -440 0
-444 -60 -441 0
-444 -60 -442 0
-444 -60 -443 0
-480 -60 404 0
-480 -60 440 0
-480 -60 -475 0
-480 -60 -476 0
-480 -60 -477 0
-480 -60 -478 0
-480 -60 -479 0
-85 -55 122 0
-85 -55 158 0
-85 -55 -86 0
-85 -55 -87 0
-85 -55 -88 0
-85 -55 -89 0
-85 -55 -90 0
-121 -55 86 0
-121 -55 158 0
-121 -55 -122 0
-121 -55 -123 0
-121 -55 -124 0
-121 -55 -125 0
-121 -55 -126 0
-157 -55 86 0
-157 -55 122 0
-157 -55 -158 0
-157 -55 -159 0
-157 -55 -160 0
-157 -55 -161 0
-157 -55 -162 0
-86 -56 122 0
-86 -56 158 0
-86 -56 -85 0
-86 -56 -87 0
-86 -56 -88 0
-86 -56 -89 0
-86 -56 -90 0
-122 -56 86 0
-122 -56 158 0
-122 -56 -121 0
-122 -56 -123 0
-122 -56 -124 0
-122 -56 -125 0
-122 -56 -126 0
-158 -56 86 0
-158 -56 122 0
-158 -56 -157 0
-158 -56 -159 0
-158 -56 -160 0
-158 -56 -161 0
-158 -56 -162 0
-87 -57 122 0
-87 -57 158 0
-87 -57 -85 0
-87 -57 -86 0
-87 -57 -88 0
-87 -57 -89 0
-87 -57 -90 0
-123 -57 86 0
-123 -57 158 0
-123 -57 -121 0
-123 -57 -122 0
-123 -57 -124 0
-123 -57 -125 0
-123 -57 -126 0
-159 -57 86 0
-159 -57 122 0
-159 -57 -157 0
-159 -57 -158 0
-159 -57 -160 0
-159 -57 -161 0
-159 -57 -162 0
-88 -58 122 0
-88 -58 158 0
-88 -58 -85 0
-88 -58 -86 0
-88 -58 -87 0
-88 -58 -89 0
-88 -58 -90 0
-124 -58 86 0
-124 -58 158 0
-124 -58 -121 0
-124 -58 -122 0
-124 -58 -123 0
-124 -58 -125 0
-124 -58 -126 0
-160 -58 86 0
-160 -58 122 0
-160 -58 -157 0
-160 -58 -158 0
-160 -58 -159 0
-160 -58 -161 0
-160 -58 -162 0
-89 -59 122 0
-89 -59 158 0
-89 -59 -85 0
-89 -59 -86 0
-89 -59 -87 0
-89 -59 -88 0
-89 -59 -90 0
-125 -59 86 0
-125 -59 158 0
-125 -59 -121 0
-125 -59 -122 0
-125 -59 -123 0
-125 -59 -124 0
-125 -59 -126 0
-161 -59 86 0
-161 -59 122 0
-161 -59 -157 0
-161 -59 -158 0
-161 -59 -159 0
-161 -59 -160 0
-161 -59 -162 0
-90 -60 122 0
-90 -60 158 0
-90 -60 -85 0
-90 -60 -86 0
-90 -60 -87 0
-90 -60 -88 0
-90 -60 -89 0
-126 -60 86 0
-126 -60 158 0
-126 -60 -121 0
-126 -60 -122 0
-126 -60 -123 0
-126 -60 -124 0
-126 -60 -125 0
-162 -60 86 0
-162 -60 122 0
-162 -60 -157 0
-162 -60 -158 0
-162 -60 -159 0
-162 -60 -160 0
-162 -60 -161 0
-193 -55 230 0
-193 -55 266 0
-193 -55 -194 0
-193 -55 -195 0
-193 -55 -196 0
-193 -55 -197 0
-193 -55 -198 0
-229 -55 194 0
-229 -55 266 0
-229 -55 -230 0
-229 -55 -231 0
-229 -55 -232 0
-229 -55 -233 0
-229 -55 -234 0
-265 -55 194 0
-265 -55 230 0
-265 -55 -266 0
-265 -55 -267 0
-265 -55 -268 0
-265 -55 -269 0
-265 -55 -270 0
-194 -56 230 0
-194 -56 266 0
-194 -56 -193 0
-194 -56 -195 0
-194 -56 -196 0
-194 -56 -197 0
-194 -56 -198 0
-230 -56 194 0
-230 -56 266 0
-230 -56 -229 0
-230 -56 -231 0
-230 -56 -232 0
-230 -56 -233 0
-230 -56 -234 0
-266 -56 194 0
-266 -56 230 0
-266 -56 -265 0
-266 -56 -267 0
-266 -56 -268 0
-266 -56 -269 0
-266 -56 -270 0
-195 -57 230 0
-195 -57 266 0
-195 -57 -193 0
-195 -57 -194 0
-195 -57 -196 0
-195 -57 -197 0
-195 -57 -198 0
-231 -57 194 0
-231 -57 266 0
-231 -57 -229 0
-231 -57 -230 0
-231 -57 -232 0
-231 -57 -233 0
-231 -57 -234 0
-267 -57 194 0
-267 -57 230 0
-267 -57 -265 0
-267 -57 -266 0
-267 -57 -268 0
-267 -57 -269 0
-267 -57 -270 0
-196 -58 230 0
-196 -58 266 0
-196 -58 -193 0
-196 -58 -194 0
-196 -58 -195 0
-196 -58 -197 0
-196 -58 -198 0
-232 -58 194 0
-232 -58 266 0
-232 -58 -229 0
-232 -58 -230 0
-232 -58 -231 0
-232 -58 -233 0
-232 -58 -234 0
-268 -58 194 0
-268 -58 230 0
-268 -58 -265 0
-268 -58 -266 0
-268 -58 -267 0
-268 -58 -269 0
-268 -58 -270 0
-197 -59 230 0
-197 -59 266 0
-197 -59 -193 0
-197 -59 -194 0
-197 -59 -195 0
-197 -59 -196 0
-197 -59 -198 0
-233 -59 194 0
-233 -59 266 0
-233 -59 -229 0
-233 -59 -230 0
-233 -59 -231 0
-233 -59 -232 0
-233 -59 -234 0
-269 -59 194 0
-269 -59 230 0
-269 -59 -265 0
-269 -59 -266 0
-269 -59 -267 0
-269 -59 -268 0
-269 -59 -270 0
-198 -60 230 0
-198 -60 266 0
-198 -60 -193 0
-198 -60 -194 0
-198 -60 -195 0
-198 -60 -196 0
-198 -60 -197 0
-234 -60 194 0
-234 -60 266 0
-234 -60 -229 0
-234 -60 -230 0
-234 -60 -231 0
-234 -60 -232 0
-234 -60 -233 0
-270 -60 194 0
-270 -60 230 0
-270 -60 -265 0
-270 -60 -266 0
-270 -60 -267 0
-270 -60 -268 0
-270 -60 -269 0
-301 -55 338 0
-301 -55 374 0
-301 -55 -302 0
-301 -55 -303 0
-301 -55 -304 0
-301 -55 -305 0
-301 -55 -306 0
-337 -55 302 0
-337 -55 374 0
-337 -55 -338 0
-337 -55 -339 0
-337 -55 -340 0
-337 -55 -341 0
-337 -55 -342 0
-373 -55 302 0
-373 -55 338 0
-373 -55 -374 0
-373 -55 -375 0
-373 -55 -376 0
-373 -55 -377 0
-373 -55 -378 0
-302 -56 338 0
-302 -56 374 0
-302 -56 -301 0
-302 -56 -303 0
-302 -56 -304 0
-302 -56 -305 0
-302 -56 -306 0
-338 -56 302 0
-338 -56 374 0
-338 -56 -337 0
-338 -56 -339 0
-338 -56 -340 0
-338 -56 -341 0
-338 -56 -342 0
-374 -56 302 0
-374 -56 338 0
-374 -56 -373 0
-374 -56 -375 0
-374 -56 -376 0
-374 -56 -377 0
-374 -56 -378 0
-303 -57 338 0
-303 -57 374 0
-303 -57 -301 0
-303 -57 -302 0
-303 -57 -304 0
-303 -57 -305 0
-303 -57 -306 0
-339 -57 302 0
-339 -57 374 0
-339 -57 -337 0
-339 -57 -338 0
-339 -57 -340 0
-339 -57 -341 0
-339 -57 -342 0
-375 -57 302 0
-375 -57 338 0
-375 -57 -373 0
-375 -57 -374 0
-375 -57 -376 0
-375 -57 -377 0
-375 -57 -378 0
-304 -58 338 0
-304 -58 374 0
-304 -58 -301 0
-304 -58 -302 0
-304 -58 -303 0
-304 -58 -305 0
-304 -58 -306 0
-340 -58 302 0
-340 -58 374 0
-340 -58 -337 0
-340 -58 -338 0
-340 -58 -339 0
-340 -58 -341 0
-340 -58 -342 0
-376 -58 302 0
-376 -58 338 0
-376 -58 -373 0
-376 -58 -374 0
-376 -58 -375 0
-376 -58 -377 0
-376 -58 -378 0
-305 -59 338 0
-305 -59 374 0
-305 -59 -301 0
-305 -59 -302 0
-305 -59 -303 0
-305 -59 -304 0
-305 -59 -306 0
-341 -59 302 0
-341 -59 374 0
-341 -59 -337 0
-341 -59 -338 0
-341 -59 -339 0
-341 -59 -340 0
-341 -59 -342 0
-377 -59 302 0
-377 -59 338 0
-377 -59 -373 0
-377 -59 -374 0
-377 -59 -375 0
-377 -59 -376 0
-377 -59 -378 0
-306 -60 338 0
-306 -60 374 0
-306 -60 -301 0
-306 -60 -302 0
-306 -60 -303 0
-306 -60 -304 0
-306 -60 -305 0
-342 -60 302 0
-342 -60 374 0
-342 -60 -337 0
-342 -60 -338 0
-342 -60 -339 0
-342 -60 -340 0
-342 -60 -341 0
-378 -60 302 0
-378 -60 338 0
-378 -60 -373 0
-378 -60 -374 0
-378 -60 -375 0
-378 -60 -376 0
-378 -60 -377 0
-409 -55 446 0
-409 -55 482 0
-409 -55 -410 0
-409 -55 -411 0
-409 -55 -412 0
-409 -55 -413 0
-409 -55 -414 0
-445 -55 410 0
-445 -55 482 0
-445 -55 -446 0
-445 -55 -447 0
-445 -55 -448 0
-445 -55 -449 0
-445 -55 -450 0
-481 -55 410 0
-481 -55 446 0
-481 -55 -482 0
-481 -55 -483 0
-481 -55 -484 0
-481 -55 -485 0
-481 -55 -486 0
-410 -56 446 0
-410 -56 482 0
-410 -56 -409 0
-410 -56 -411 0
-410 -56 -412 0
-410 -56 -413 0
-410 -56 -414 0
-446 -56 410 0
-446 -56 482 0
-446 -56 -445 0
-446 -56 -447 0
-446 -56 -448 0
-446 -56 -449 0
-446 -56 -450 0
-482 -56 410 0
-482 -56 446 0
-482 -56 -481 0
-482 -56 -483 0
-482 -56 -484 0
-482 -56 -485 0
-482 -56 -486 0
-411 -57 446 0
-411 -57 482 0
-411 -57 -409 0
-411 -57 -410 0
-411 -57 -412 0
-411 -57 -413 0
-411 -57 -414 0
-447 -57 410 0
-447 -57 482 0
-447 -57 -445 0
-447 -57 -446 0
-447 -57 -448 0
-447 -57 -449 0
-447 -57 -450 0
-483 -57 410 0
-483 -57 446 0
-483 -57 -481 0
-483 -57 -482 0
-483 -57 -484 0
-483 -57 -485 0
-483 -57 -486 0
-412 -58 446 0
-412 -58 482 0
-412 -58 -409 0
-412 -58 -410 0
-412 -58 -411 0
-412 -58 -413 0
-412 -58 -414 0
-448 -58 410 0
-448 -58 482 0
-448 -58 -445 0
-448 -58 -446 0
-448 -58 -447 0
-448 -58 -449 0
-448 -58 -450 0
-484 -58 410 0
-484 -58 446 0
-484 -58 -481 0
-484 -58 -482 0
-484 -58 -483 0
-484 -58 -485 0
-484 -58 -486 0
-413 -59 446 0
-413 -59 482 0
-413 -59 -409 0
-413 -59 -410 0
-413 -59 -411 0
-413 -59 -412 0
-413 -59 -414 0
-449 -59 410 0
-449 -59 482 0
-449 -59 -445 0
-449 -59 -446 0
-449 -59 -447 0
-449 -59 -448 0
-449 -59 -450 0
-485 -59 410 0
-485 -59 446 0
-485 -59 -481 0
-485 -59 -482 0
-485 -59 -483 0
-485 -59 -484 0
-485 -59 -486 0
-414 -60 446 0
-414 -60 482 0
-414 -60 -409 0
-414 -60 -410 0
-414 -60 -411 0
-414 -60 -412 0
-414 -60 -413 0
-450 -60 410 0
-450 -60 482 0
-450 -60 -445 0
-450 -60 -446 0
-450 -60 -447 0
-450 -60 -448 0
-450 -60 -449 0
-486 -60 410 0
-486 -60 446 0
-486 -60 -481 0
-486 -60 -482 0
-486 -60 -483 0
-486 -60 -484 0
-486 -60 -485 0
-91 -55 128 0
-91 -55 164 0
-91 -55 -92 0
-91 -55 -93 0
-91 -55 -94 0
-91 -55 -95 0
-91 -55 -96 0
-127 -55 92 0
-127 -55 164 0
-127 -55 -128 0
-127 -55 -129 0
-127 -55 -130 0
-127 -55 -131 0
-127 -55 -132 0
-163 -55 92 0
-163 -55 128 0
-163 -55 -164 0
-163 -55 -165 0
-163 -55 -166 0
-163 -55 -167 0
-163 -55 -168 0
-92 -56 128 0
-92 -56 164 0
-92 -56 -91 0
-92 -56 -93 0
-92 -56 -94 0
-92 -56 -95 0
-92 -56 -96 0
-128 -56 92 0
-128 -56 164 0
-128 -56 -127 0
-128 -56 -129 0
-128 -56 -130 0
-128 -56 -131 0
-128 -56 -132 0
-164 -56 92 0
-164 -56 128 0
-164 -56 -163 0
-164 -56 -165 0
-164 -56 -166 0
-164 -56 -167 0
-164 -56 -168 0
-93 -57 128 0
-93 -57 164 0
-93 -57 -91 0
-93 -57 -92 0
-93 -57 -94 0
-93 -57 -95 0
-93 -57 -96 0
-129 -57 92 0
-129 -57 164 0
-129 -57 -127 0
-129 -57 -128 0
-129 -57 -130 0
-129 -57 -131 0
-129 -57 -132 0
-165 -57 92 0
-165 -57 128 0
-165 -57 -163 0
-165 -57 -164 0
-165 -57 -166 0
-165 -57 -167 0
-165 -57 -168 0
-94 -58 128 0
-94 -58 164 0
-94 -58 -91 0
-94 -58 -92 0
-94 -58 -93 0
-94 -58 -95 0
-94 -58 -96 0
-130 -58 92 0
-130 -58 164 0
-130 -58 -127 0
-130 -58 -128 0
-130 -58 -129 0
-130 -58 -131 0
-130 -58 -132 0
-166 -58 92 0
-166 -58 128 0
-166 -58 -163 0
-166 -58 -164 0
-166 -58 -165 0
-166 -58 -167 0
-166 -58 -168 0
-95 -59 128 0
-95 -59 164 0
-95 -59 -91 0
-95 -59 -92 0
-95 -59 -93 0
-95 -59 -94 0
-95 -59 -96 0
-131 -59 92 0
-131 -59 164 0
-131 -59 -127 0
-131 -59 -128 0
-131 -59 -129 0
-131 -59 -130 0
-131 -59 -132 0
-167 -59 92 0
-167 -59 128 0
-167 -59 -163 0
-167 -59 -164 0
-167 -59 -165 0
-167 -59 -166 0
-167 -59 -168 0
-96 -60 128 0
-96 -60 164 0
-96 -60 -91 0
-96 -60 -92 0
-96 -60 -93 0
-96 -60 -94 0
-96 -60 -95 0
-132 -60 92 0
-132 -60 164 0
-132 -60 -127 0
-132 -60 -128 0
-132 -60 -129 0
-132 -60 -130 0
-132 -60 -131 0
-168 -60 92 0
-168 -60 128 0
-168 -60 -163 0
-168 -60 -164 0
-168 -60 -165 0
-168 -60 -166 0
-168 -60 -167 0
-199 -55 236 0
-199 -55 272 0
-199 -55 -200 0
-199 -55 -201 0
-199 -55 -202 0
-199 -55 -203 0
-199 -55 -204 0
-235 -55 200 0
-235 -55 272 0
-235 -55 -236 0
-235 -55 -237 0
-235 -55 -238 0
-235 -55 -239 0
-235 -55 -240 0
-271 -55 200 0
-271 -55 236 0
-271 -55 -272 0
-271 -55 -273 0
-271 -55 -274 0
-271 -55 -275 0
-271 -55 -276 0
-200 -56 236 0
-200 -56 272 0
-200 -56 -199 0
-200 -56 -201 0
-200 -56 -202 0
-200 -56 -203 0
-200 -56 -204 0
-236 -56 200 0
-236 -56 272 0
-236 -56 -235 0
-236 -56 -237 0
-236 -56 -238 0
-236 -56 -239 0
-236 -56 -240 0
-272 -56 200 0
-272 -56 236 0
-272 -56 -271 0
-272 -56 -273 0
-272 -56 -274 0
-272 -56 -275 0
-272 -56 -276 0
-201 -57 236 0
-201 -57 272 0
-201 -57 -199 0
-201 -57 -200 0
-201 -57 -202 0
-201 -57 -203 0
-201 -57 -204 0
-237 -57 200 0
-237 -57 272 0
-237 -57 -235 0
-237 -57 -236 0
-237 -57 -238 0
-237 -57 -239 0
-237 -57 -240 0
-273 -57 200 0
-273 -57 236 0
-273 -57 -271 0
-273 -57 -272 0
-273 -57 -274 0
-273 -57 -275 0
-273 -57 -276 0
-202 -58 236 0
-202 -58 272 0
-202 -58 -199 0
-202 -58 -200 0
-202 -58 -201 0
-202 -58 -203 0
-202 -58 -204 0
-238 -58 200 0
-238 -58 272 0
-238 -58 -235 0
-238 -58 -236 0
-238 -58 -237 0
-238 -58 -239 0
-238 -58 -240 0
-274 -58 200 0
-274 -58 236 0
-274 -58 -271 0
-274 -58 -272 0
-274 -58 -273 0
-274 -58 -275 0
-274 -58 -276 0
-203 -59 236 0
-203 -59 272 0
-203 -59 -199 0
-203 -59 -200 0
-203 -59 -201 0
-203 -59 -202 0
-203 -59 -204 0
-239 -59 200 0
-239 -59 272 0
-239 -59 -235 0
-239 -59 -236 0
-239 -59 -237 0
-239 -59 -238 0
-239 -59 -240 0
-275 -59 200 0
-275 -59 236 0
-275 -59 -271 0
-275 -59 -272 0
-275 -59 -273 0
-275 -59 -274 0
-275 -59 -276 0
-204 -60 236 0
-204 -60 272 0
-204 -60 -199 0
-204 -60 -200 0
-204 -60 -201 0
-204 -60 -202 0
-204 -60 -203 0
-240 -60 200 0
-240 -60 272 0
-240 -60 -235 0
-240 -60 -236 0
-240 -60 -237 0
-240 -60 -238 0
-240 -60 -239 0
-276 -60 200 0
-276 -60 236 0
-276 -60 -271 0
-276 -60 -272 0
-276 -60 -273 0
-276 -60 -274 0
-276 -60 -275 0
-307 -55 344 0
-307 -55 380 0
-307 -55 -308 0
-307 -55 -309 0
-307 -55 -310 0
-307 -55 -311 0
-307 -55 -312 0
-343 -55 308 0
-343 -55 380 0
-343 -55 -344 0
-343 -55 -345 0
-343 -55 -346 0
-343 -55 -347 0
-343 -55 -348 0
-379 -55 308 0
-379 -55 344 0
-379 -55 -380 0
-379 -55 -381 0
-379 -55 -382 0
-379 -55 -383 0
-379 -55 -384 0
-308 -56 344 0
-308 -56 380 0
-308 -56 -307 0
-308 -56 -309 0
-308 -56 -310 0
-308 -56 -311 0
-308 -56 -312 0
-344 -56 308 0
-344 -56 380 0
-344 -56 -343 0
-344 -56 -345 0
-344 -56 -346 0
-344 -56 -347 0
-344 -56 -348 0
-380 -56 308 0
-380 -56 344 0
-380 -56 -379 0
-380 -56 -381 0
-380 -56 -382 0
-380 -56 -383 0
-380 -56 -384 0
-309 -57 344 0
-309 -57 380 0
-309 -57 -307 0
-309 -57 -308 0
-309 -57 -310 0
-309 -57 -311 0
-309 -57 -312 0
-345 -57 308 0
-345 -57 380 0
-345 -57 -343 0
-345 -57 -344 0
-345 -57 -346 0
-345 -57 -347 0
-345 -57 -348 0
-381 -57 308 0
-381 -57 344 0
-381 -57 -379 0
-381 -57 -380 0
-381 -57 -382 0
-381 -57 -383 0
-381 -57 -384 0
-310 -58 344 0
-310 -58 380 0
-310 -58 -307 0
-310 -58 -308 0
-310 -58 -309 0
-310 -58 -311 0
-310 -58 -312 0
-346 -58 308 0
-346 -58 380 0
-346 -58 -343 0
-346 -58 -344 0
-346 -58 -345 0
-346 -58 -347 0
-346 -58 -348 0
-382 -58 308 0
-382 -58 344 0
-382 -58 -379 0
-382 -58 -380 0
-382 -58 -381 0
-382 -58 -383 0
-382 -58 -384 0
-311 -59 344 0
-311 -59 380 0
-311 -59 -307 0
-311 -59 -308 0
-311 -59 -309 0
-311 -59 -310 0
-311 -59 -312 0
-347 -59 308 0
-347 -59 380 0
-347 -59 -343 0
-347 -59 -344 0
-347 -59 -345 0
-347 -59 -346 0
-347 -59 -348 0
-383 -59 308 0
-383 -59 344 0
-383 -59 -379 0
-383 -59 -380 0
-383 -59 -381 0
-383 -59 -382 0
-383 -59 -384 0
-312 -60 344 0
-312 -60 380 0
-312 -60 -307 0
-312 -60 -308 0
-312 -60 -309 0
-312 -60 -310 0
-312 -60 -311 0
-348 -60 308 0
-348 -60 380 0
-348 -60 -343 0
-348 -60 -344 0
-348 -60 -345 0
-348 -60 -346 0
-348 -60 -347 0
-384 -60 308 0
-384 -60 344 0
-384 -60 -379 0
-384 -60 -380 0
-384 -60 -381 0
-384 -60 -382 0
-384 -60 -383 0
-415 -55 452 0
-415 -55 488 0
-415 -55 -416 0
-415 -55 -417 0
-415 -55 -418 0
-415 -55 -419 0
-415 -55 -420 0
-451 -55 416 0
-451 -55 488 0
-451 -55 -452 0
-451 -55 -453 0
-451 -55 -454 0
-451 -55 -455 0
-451 -55 -456 0
-487 -55 416 0
-487 -55 452 0
-487 -55 -488 0
-487 -55 -489 0
-487 -55 -490 0
